timestamp,open,high,low,close,volume,symbol,rsi,macd,macd_signal,macd_diff,bb_upper,bb_middle,bb_lower,bb_width,price_ma7,price_ma30,price_ma90,volume_ma7,returns,log_returns,volatility,target_direction,target_price,fear_greed,fear_greed_norm,dxy,sp500,nasdaq,gold,oil,vix,dxy_returns,sp500_returns,nasdaq_returns,gold_returns,oil_returns,funding_rate,dxy_trend,equity_regime,vix_high,rate_pressure
2018-02-06,707.7369995117188,796.4390258789062,574.4190063476562,793.1220092773438,6518269952,ETHUSDT,40.14265397290063,-49.99238091709333,-1.9527550383754804,-48.03962587871785,1275.8155842525077,1020.3404052734375,764.8652262943672,50.07646029867971,908.6655796595982,1088.7359375,751.7329908582899,4680128658.285714,0.13635774150215973,0.12782818401833046,0.09624247525229232,0,757.0679931640625,50.0,0.5,89.58999633789062,2695.139892578125,7115.8798828125,1326.0999755859375,63.38999938964844,29.979999542236328,0.0004466028450016424,0.017440920592313836,0.021291634514759794,-0.005176312388644022,-0.01184726606629738,0.0,0.0,0,1,0.0
2018-02-07,790.427978515625,851.2000122070312,723.4329833984375,757.0679931640625,3896179968,ETHUSDT,38.763642303031865,-61.13366909319552,-13.788937849339488,-47.34473124385603,1286.2005170245134,1006.3798034667968,726.5590899090803,55.609365886275675,857.0595703125,1075.6872029622396,756.5794796413845,4699931501.714286,-0.04545834775929625,-0.046523999009708265,0.09340744461927344,1,817.8070068359375,50.0,0.5,90.26000213623047,2681.659912109375,7051.97998046875,1311.5999755859375,61.790000915527344,27.729999542236328,0.007478578253456991,-0.005001588416939429,-0.008979901768450649,-0.010934318880138072,-0.025240550394805217,0.0,0.0,0,1,0.0
2018-02-08,755.843017578125,845.0859985351562,755.843017578125,817.8070068359375,3708189952,ETHUSDT,42.3562738253016,-64.32064114232037,-23.895278507935664,-40.425362634384705,1286.3611032039848,995.3151550292969,704.2692068546089,58.48317423964495,825.7762799944196,1059.6227701822916,762.3411909315321,4478004333.714286,0.08022927163784144,0.07717330715965874,0.0971139704995738,1,883.864990234375,50.0,0.5,90.2300033569336,2581.0,6777.16015625,1316.9000244140625,61.150001525878906,33.459999084472656,-0.0003323596120859973,-0.03753641975808808,-0.03897059052633367,0.0040409034208446215,-0.010357653020969804,0.0,0.0,0,1,0.0
2018-02-09,818.47998046875,884.0040283203125,788.833984375,883.864990234375,2495820032,ETHUSDT,46.06253576420366,-60.81497508472444,-31.279217823293422,-29.535757261431016,1266.964120060909,981.7509033203125,696.5376865797161,58.102970066234995,821.2162824358259,1047.2242716471353,768.6654574924045,3875508589.714286,0.08077453830337444,0.07767794919184422,0.10033767742515083,0,860.4149780273438,50.0,0.5,90.44000244140625,2619.550048828125,6874.490234375,1313.0999755859375,59.20000076293945,29.059999465942383,0.002327375337025428,0.014936090208494734,0.014361484143950776,-0.0028856016080763824,-0.03188880971841357,0.0,0.0,0,1,0.0
2018-02-10,882.4669799804688,917.4000244140625,825.5770263671875,860.4149780273438,2930530048,ETHUSDT,44.957469386590375,-59.24597871896685,-36.87257000242811,-22.37340871653874,1260.4125433346,972.2926544189453,684.1727655032905,59.266083643887846,806.4157104492188,1037.4071024576822,774.8044240315755,3830801444.571429,-0.02653121513593726,-0.02688951953855484,0.09906130187947308,0,814.6599731445312,50.0,0.5,90.44000244140625,2619.550048828125,6874.490234375,1313.0999755859375,59.20000076293945,29.059999465942383,0.002327375337025428,0.014936090208494734,0.014361484143950776,-0.0028856016080763824,-0.03188880971841357,0.0,0.0,0,1,0.0
2018-02-11,859.2880249023438,859.2880249023438,788.2219848632812,814.6599731445312,2486650112,ETHUSDT,42.79990604324042,-60.99151211286869,-41.696358424516234,-19.295153688352457,1258.557068619633,962.8626525878906,667.1682365561483,61.41985364932434,803.555419921875,1022.1224365234375,780.3371348063151,3757881453.714286,-0.0531778340118092,-0.05464399013748608,0.0909950419214414,1,868.7069702148438,50.0,0.5,90.44000244140625,2619.550048828125,6874.490234375,1313.0999755859375,59.20000076293945,29.059999465942383,0.002327375337025428,0.014936090208494734,0.014361484143950776,-0.0028856016080763824,-0.03188880971841357,0.0,0.0,0,1,0.0
2018-02-12,817.5079956054688,875.93701171875,817.5079956054688,868.7069702148438,2243450112,ETHUSDT,46.09100241928012,-57.35259392740659,-44.827605525094306,-12.524988402312282,1255.2497477918464,956.9865509033203,658.7233540147943,62.33383250934696,827.9491315569196,1004.5320007324219,786.2379787868923,3468441453.714286,0.06634301285442423,0.0642350496457784,0.0938704402039543,0,845.2579956054688,50.0,0.5,90.20999908447266,2656.0,6981.9599609375,1324.199951171875,59.290000915527344,25.610000610351562,-0.002543159561308128,0.013914584754042503,0.015633119387545413,0.008453260065734547,0.001520272828176017,0.0,0.0,0,1,0.0
2018-02-13,869.2930297851562,870.708984375,828.8369750976562,845.2579956054688,2081170048,ETHUSDT,44.88436736696381,-55.71857231017225,-47.0057988821099,-8.712773428062349,1244.5205925649207,946.31044921875,648.1003058725793,63.02585871103198,835.3971296037946,987.1482666015625,791.925767686632,2834570038.857143,-0.026992962429639222,-0.02736396396477533,0.09134468188767257,1,923.5609741210938,50.0,0.5,89.69999694824219,2662.93994140625,7013.509765625,1328.0999755859375,59.189998626708984,24.969999313354492,-0.0056534989624920096,0.0026129297463290957,0.004518760471846628,0.002945192990387202,-0.0016866636409879066,0.0,0.0012278224673287763,0,1,0.0
2018-02-14,844.2789916992188,926.4290161132812,844.2789916992188,923.5609741210938,2818370048,ETHUSDT,49.626772685840024,-47.55699500983724,-47.11603810765537,-0.4409569021818669,1233.710192078422,939.6869964599609,645.6638008414999,62.57896442669123,859.1818411690848,974.8696309407552,798.5106228298611,2680597193.142857,0.0926379625188114,0.08859492149652262,0.09453849359577265,1,936.9760131835938,50.0,0.5,89.12000274658203,2698.6298828125,7143.6201171875,1355.5,60.599998474121094,19.260000228881836,-0.006465933348858588,0.013402458257245842,0.01855138951972446,0.02063099534504098,0.023821589459808834,0.0,-0.01263017242042408,0,0,0.0
2018-02-15,923.72802734375,951.947998046875,911.1110229492188,936.9760131835938,2900100096,ETHUSDT,50.413966342701166,-39.55049121672744,-45.60292872946979,6.052437512742351,1222.9902688828972,933.777294921875,644.5643209608527,61.94474325598578,876.2059849330357,970.9791666666666,805.2282006157769,2565155785.142857,0.01452534206013456,0.014420859824017617,0.09289027038998117,1,944.2100219726562,50.0,0.5,88.58999633789062,2731.199951171875,7256.43017578125,1352.0999755859375,61.34000015258789,19.1299991607666,-0.005947109429501607,0.012069112762299383,0.015791721388197733,-0.0025083175315843143,0.0122112491270574,0.0,-0.018175850138843486,0,0,0.0
